label,label_str,message,cleaned_message
0,HAM,Good morning.Lets meet at COLERM Phase 1 Car Park by 8:30am for update and for you to collect your work .Pls be punctual.Rgds.,good morning lets meet colerm phase car park 30am update you collect your work please punctual rgds
0,HAM,"Term Paper(not less  than 25 pages)to be submitted on or b4 Aug 4,2014.Uthman-Potentials of Wood in the Construction of Buildings and Bridges.Awolumate-Impact of Moisture Content on the Mechanical Properties of Wood.Adekunle-Wood Seasoning, Defects and Impact on the Engineering Properties of Wood.Afuape-Relevance of Ergonomics to Forest Engineering.Adeyemi-Influence of Natural Characteristics of Wood on its Engineering Properties.Ajayi-Importance of Joints and Fasteners Towards Harnessing the Engineering Properties of Wood.Agbabiaka-Forest Roads and Implications for a Successful Forest Operation.OyelekeRelationship between Forest Engineering and Other aspects of Engineering.EgodoForestry : A Dangerous, Dirty and Delicate Profession.Best rgds.",term paper not less 25 pages submitted aug 2014 uthman potentials wood construction buildings bridges awolumate impact moisture content mechanical properties wood adekunle wood seasoning defects impact engineering properties wood afuape relevance ergonomics forest engineering adeyemi influence natural characteristics wood engineering properties ajayi importance joints fasteners towards harnessing engineering properties wood agbabiaka forest roads implications successful forest operation oyelekerelationship forest engineering aspects engineering egodoforestry dangerous dirty delicate profession best rgds
0,HAM,"GENERAL,its still grace @work ABUJA/ENUGU 2014,xpernc worship+word in awonderful way.av u ironed ur Native 4 saturday variety night,pls call 081XXXXXX09 4 info",general still grace work abuja enugu 2014 xpernc worship word awonderful way ironed your native saturday variety night please call 081xxxxxx09 info
1,SPAM,"Today is Oladipupo Olawale Adisa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",today oladipupo olawale adisa birthday reply post timeline reply post happy birthday
1,SPAM,Do you know that both men and women can suffer from breast cancer? But it can be prevented. Text BCP to 33070 for Breast cancer prevention messages. N50/7days.,you know men women can suffer breast cancer can prevented text bcp 33070 breast cancer prevention messages n50 7days
1,SPAM,"Today is Akintunde Oluyomi Ariyor's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",today akintunde oluyomi ariyor birthday reply post timeline reply post happy birthday
1,SPAM,"Today is Oguntoyinbo Esther's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",today oguntoyinbo esther birthday reply post timeline reply post happy birthday
0,HAM,"What Four Letter Word Begins With F And Ends With K, And If You Can't Get One You Can Use Your Hands?Answer Fork",four letter word begins ends you can get one you can use your hands answer fork
1,SPAM,"Today is Oni Olaoluwa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",today oni olaoluwa birthday reply post timeline reply post happy birthday
0,HAM,4 days Wit God wuld accompany a lyf tym xpresssn of GOD in all u do (GRACE ADDICTION)mit pst. Chucks nd odas as we jony 2ru Grace in ENUGU! HAVE U PAID? PLS DO,days god wuld accompany lyf tym xpresssn god grace addiction mit pst chucks odas jony 2ru grace enugu paid please
0,HAM,"Exceedingly, abundantly & greatly above ur expectations; God wil appear in all ur situations ds mnt! Hapi New Mnth.",exceedingly abundantly greatly your expectations god wil appear your situations ds mnt hapi new mnth
0,HAM,"As you begin this glorious  month, your limitations will turn to unlimited blessings, promotion and you shall break forth on every side. Hapi new month.",you begin glorious month your limitations will turn unlimited blessings promotion you shall break forth every side hapi new month
0,HAM,Power of resurrection will perform wonders in your family as you celebrate Christ resurrection Happy Easter!!!               MR & MRS ELIJAH-ESTHER AKINBAMI,power resurrection will perform wonders your family you celebrate christ resurrection happy easter mr mrs elijah esther akinbami
0,HAM,"ELIJAH-ESTHER AKINBAMI appreciate your moral, financial, spiritual support and your physical presence before, during and after our wedding.  God bless you",elijah esther akinbami appreciate your moral financial spiritual support your physical presence wedding god bless you
0,HAM,"Rejoice with us (Esther Oluwatosin and Elijah Oluwaseyi) as we become ONE in all on Saturday 15th March, 2014 @ C. A. C Oke-Anu district Hqrt, Lagere Odeomu, Osun state. Colour : Army green, Gold and touch of  Orange.",rejoice esther oluwatosin elijah oluwaseyi become one saturday 15th march 2014 oke anu district hqrt lagere odeomu osun state colour army green gold touch orange
0,HAM,There ll b meetng today @ GSF ground by 6:30pm; SEED OF LIFE,meetng today gsf ground 30pm seed life
0,HAM,"A BLESD MORNIN 2U IN D NAME OF D LORD,PLS B INFORMD DAT DIR WIL BE A MEETIN BY 6PM TODAY @ GSF FUNAAB.AN URGENT CALL FOR THE GOSPEL,SEED OF LIFE",blesd mornin 2u name lord please informd dir wil meetin 6pm today gsf funaab urgent call gospel seed life
0,HAM,dis is 2 in4m u d@ d earlier schdld meetng 4 2dy hs bn reschdl 4 2mao by 12pm as we wuld be meetng wit d visioneer (PFaith) @GSF. Sori 4 d inconv.#SEED OF LIFE,in4m earlier schdld meetng 2dy hs bn reschdl 2mao 12pm wuld meetng visioneer pfaith gsf sori inconv seed life
0,HAM,"Please send me credit. A week of miracles starts with prayers and confessions; start with prayers from Rhapsody of Realities, text ROR to 5031",please send credit week miracles starts prayers confessions start prayers rhapsody realities text ror 5031
0,HAM,"Please call me. A week of miracles starts with prayers and confessions; start with prayers from Rhapsody of Realities, text ROR to 5031",please call week miracles starts prayers confessions start prayers rhapsody realities text ror 5031
0,HAM,"Av drop d system with amed, u can go and colllect it. Am in cac church",drop system amed can go colllect cac church
0,HAM,Please call me. Join D'banj and help change Africa. Say YES now! Dial *345# to support change and get a FREE Dbanj track,please call join banj help change africa say yes now dial 345 support change get free dbanj track
0,HAM,"I look more handsome nd more attractive nd comely countenance r seen thru my face. May GOD c to it dt nations,kings nd princes serve to give u Soul brightness even as God has beautify ur spirit. Jst to say thank u.",look handsome attractive comely countenance seen thru face may god dt nations kings princes serve give soul brightness even god beautify your spirit jst say thank
1,SPAM,"Did you know that employers only spend 6 seconds scanning through CVs? Make the most of it! To receive daily job search tips from SHORTLIST,text TIPS to 5031",you know employers spend seconds scanning cvs make receive daily job search tips shortlist text tips 5031
1,SPAM,"Great news! New jobs have just been added to the Phillips Consulting Job listing, be the first to apply. Subscribe to daily job alerts, text ALERTS to 5031",great news new jobs added phillips consulting job listing first apply subscribe daily job alerts text alerts 5031
0,HAM,"Good morning,this is to remind you of our fyb drama rehearsal today at the chapel by 1pm.kindly come along with your script.God bless",good morning remind you fyb drama rehearsal today chapel 1pm kindly come along your script god bless
1,SPAM,Try out today the LOVE METER to calculate whether you two are the perfect match! Send your name + your partner name to 33550. N50 Ex: Bello + Passion,try today love meter calculate whether you two perfect match send your name your partner name 33550 n50 ex bello passion
0,HAM,Please call me. Get 100% extra when you recharge with *885*RechargePin# on SmoothTalk and Trutalk.Extra Airtime expires daily @ 11:59pm.,please call get 100 extra you recharge 885 rechargepin smoothtalk trutalk extra airtime expires daily 11 59pm
0,HAM,"Please call me. I Love you. Get daily Business Tips, 60mins voice calls, 30SMS, 100MB data @ N1000/month. Dial *460*1# to migrate & *460*2*1# to buy",please call love you get daily business tips 60mins voice calls 30sms 100mb data n1000 month dial 460 migrate 460 buy
0,HAM,"Please call me. Start your week as a champion with prayers from . RHAPSODY of Realities for just N50! To enjoy, text ROR to 5036. To opt out text STOP to 5036",please call start your week champion prayers rhapsody realities n50 enjoy text ror 5036 opt text stop 5036
0,HAM,"Fire can be silent with water,ur luv can never be silent in my heart. I can't stop tinkin of u, i luv u very much.",fire can silent water your love can never silent heart can stop tinkin love much
0,HAM,"Hii beloved, hope the Leverage devotional has blessed you. we'll be coming to FUNAB 2mrw with the latest edition by 12noon at the Motion ground. Thanks",hii beloved hope leverage devotional blessed you coming funab 2mrw latest edition 12noon motion ground thanks
0,HAM,4.85E+11,85e 11
0,HAM,"Please call me. If you don't text YES to 7070, you won't enter MTN's N2,0,000 cash draw! You could win today! Subscribe for N100/day.",please call you don text yes 7070 you won enter mtn n2 000 cash draw you could win today subscribe n100 day
0,HAM,"May God kp u and anoint u wit d oil of gladness as u proceed to ds new month. July awaits U, go n manifest... Always rememba ds: we love U... Happy new month",may god kp anoint oil gladness proceed ds new month july awaits go manifest always rememba ds love happy new month
0,HAM,"Hear ds: favour n grace b multiplied unto u ds season. As u start ur exams, excellence is urs in Jesus name. We r prayin 4 u.",hear ds favour grace multiplied unto ds season start your exams excellence urs jesus name prayin
0,HAM,"Beluvd,Ds is 2 in4m u dt dia ll b combind praya mitin 2mao @camp by 6pm&for as many dt pledged 4 d speakers shld pls bring it along.av a blesdwk ahead.Luv U.",beluvd ds in4m dt dia combind praya mitin 2mao camp 6pm many dt pledged speakers shld please bring along blesdwk ahead love
0,HAM,"Beluvd! Ao z bn ur break?D mini campus interview has alredy kickd off. Blvd, we nid u 2 b around 4 d catch dm young. D interview wil run till dec.6. God bless",beluvd ao bn your break mini campus interview alredy kickd blvd nid around catch dm young interview wil run till dec god bless
0,HAM,"Wen GRACE is¿work,protocols r suspended,formalties r waved,Due process put on hold.for u,God's GRACE wil speak 4 u in dis exams.Don't b afraid u r UNSTOPPABLE",wen grace work protocols suspended formalties waved due process put hold god grace wil speak exams don afraid unstoppable
0,HAM,"May d peace of God Almighty b wit,Amen.Dis is 2 inform u dat our handing over service wil b coming up dis Sunday 26/05/2013.looking 4ward 2 c u dere.God bless.",may peace god almighty amen inform handing service wil coming sunday 26 05 2013 looking 4ward dere god bless
0,HAM,"Gud pm ma, kindly bear in mind dt we wil hav our mtg 2mw by 9pm 2wds d finalist sunday prog endeavr 2 pray, & bring up ideas opinion and plan 4 d suxe of d prog",gud pm ma kindly bear mind dt wil hav mtg 2mw 9pm 2wds finalist sunday prog endeavr pray bring ideas opinion plan suxe prog
0,HAM,Ref: 42597845023/06 17:44:09Amt: N100.00Prev bal: N0.00Bal: N100.00From: http://goo.gl/u1C6G,ref 42597845023 06 17 44 09amt n100 00prev bal n0 00bal n100 00from http goo gl u1c6g
0,HAM,Ref: 41742686104/06 13:46:20Amt: N100.00Prev bal: N0.00Bal: N100.00From: http://goo.gl/u1C6G,ref 41742686104 06 13 46 20amt n100 00prev bal n0 00bal n100 00from http goo gl u1c6g
0,HAM,Ref: 40783860012/05 09:29:34Amt: N100.00Prev bal: N0.00Bal: N100.00From: http://goo.gl/u1C6G,ref 40783860012 05 09 29 34amt n100 00prev bal n0 00bal n100 00from http goo gl u1c6g
1,SPAM,"World Sport - within your reach! Text 3 to 33555 And subscribe to receive live sports coverage, news, results, and more. @ 50N/week",world sport within your reach text 33555 subscribe receive live sports coverage news results 50n week
1,SPAM,"Dear Valued Customer, Welcome to Airtel! Kindly register your sim, please igore if already registered. To know more about our services, please call 141.",dear valued customer welcome airtel kindly register your sim please igore already registered know services please call 141
1,SPAM,"Dear Valued Customer, Welcome to Airtel! The Network that works. To know more about our services, Please call 141",dear valued customer welcome airtel network works know services please call 141
1,SPAM,"Welcome to Airtel! Kindly make an outgoing call, send SMS or use DATA now to avoid service disruption. Please ignore  if you have already done so",welcome airtel kindly make outgoing call send sms use data now avoid service disruption please ignore you already done
0,HAM,"Acct number(3041207489) ajayi ayobami , first bank. Thanks",acct number 3041207489 ajayi ayobami first bank thanks
0,HAM,"…………¨♥*✫♥,………,•✯´………´*✫…….♥*……………. __/__…….*♥…………… ..*-:¦:-*…¸.•✫………….……/.•*•.…~`,`~……………… |¸….✫…………………..JUST´¸…*♥..´¸……..WANNA´¸¸♥*…………WISH´¸.•✫ ……..YOU~`,`~…..A`.✫`…HAPPY●/….HAPPY/▌..HAPPY…./ .*♥♫•♥♫•♥♫♥•♫♥*BIRTHDAY !!!!*♥♫•♥♫•♥♫♥•♫♥*",want wish you happy happy happy birthday
0,HAM,Which poem should I write for you?Which song should I sing for you?Which lyrics should I pen for you?Which notes should I compose for you?Which melody should I hum for you?That genuinely conveys my love for you?If you have an answer to thisLet me know todaySo that I can wish youAn innovative Happy Birthday!,poem should write you song should sing you lyrics should pen you notes should compose you melody should hum you genuinely conveys love you you answer thislet know todayso can wish youan innovative happy birthday
0,HAM,"I may not get to see you as often as I like,I may not get to hold you all through the night.But deep in my heart this much I know,You’re the one for me and I’ll never let you go. Good Night my sweet! ayo",may not get see you often like may not get hold you night deep heart much know you one never let you go good night sweet ayo
0,HAM,"A special smile, special eyes, special look & special someone.All these means that you are a special friend for me.Good morning.",special smile special eyes special look special someone means you special friend good morning
0,HAM,"Today is Suara Olukemi Mary's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",today suara olukemi mary birthday reply post timeline reply post happy birthday
0,HAM,"Today is Okeyinka Yetunde's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",today okeyinka yetunde birthday reply post timeline reply post happy birthday
0,HAM,Gudmornin Ay hw was us night pls i just wanted to ask u if u av given d engineer d phone pls cal my mtn no. Thank you.,gudmornin ay night please wanted ask given engineer phone please cal mtn no thank you
0,HAM,"Good evening guys. In May, I met with top Global & African leaders at the World Economic Forum.What did they say? Click http://t.co/Cr8QRFYhgZ.S. Haastrup",good evening guys may met top global african leaders world economic forum say click http co cr8qrfyhgz haastrup
0,HAM,Your hardest of work cannot guarantee the result U desire but the one God we serve can always guarantee an awesome result for ur labor. Our Prayers are with U!,your hardest work cannot guarantee result desire one god serve can always guarantee awesome result your labor prayers
0,HAM,"Goal: To Create Employable & Relevant GraduatesHow: Train, Engage, Assist & MentorWhere: Peak Olam Suites, CampTime: Sundays 4pm(Whatsapp: 08155414284)",goal create employable relevant graduateshow train engage assist mentorwhere peak olam suites camptime sundays 4pm whatsapp 08155414284
0,HAM,"SmartStart meets Today, 4pm @Peak Olam Suites, Camp.Due/Semester: N1000,If U are without a Membership Card, U cn get one @d Venue.Dont b late! Catch ya!",smartstart meets today 4pm peak olam suites camp due semester n1000 without membership card can get one venue dont late catch ya
0,HAM,"At Last!Our 1st meetn holds 2day by 1pm @Peak Olam Suites, Camp. If U are without a Membership Card, U cn get one @d Venue. Payment would also b made @d Venue",last 1st meetn holds 2day 1pm peak olam suites camp without membership card can get one venue payment would made venue
0,HAM,"Hv U picked up a Membership Card? Our 1st Meetn Session holds ds Sat. (15th) @ ""Peak Olam Suites"", Camp by 1pm. (Card Pick Up: 1pm Wed, Thur @d Motion Ground)",picked membership card 1st meetn session holds ds sat 15th peak olam suites camp 1pm card pick 1pm wed thur motion ground
0,HAM,"If U came, Hv U told a friend abt d entirety of SmartStart?If U missed, Hv U asked anyone who came?If U couldn't make d Launch & don't know anyone who came, then walk up to us at d Motion Ground btwn 1 & 2pm, Mon to Fri. U would need to get ur Exclusive Membership Card. We would be waiting!",came told friend abt entirety smartstart missed asked anyone came couldn make launch don know anyone came walk motion ground btwn 2pm mon fri would need get your exclusive membership card would waiting
0,HAM,Its less than 24 hrs away. Its the launch of Club SmartStart. We are getting braced to see U. U would be so angry to miss this. We can't wait! 10am to 12noon.,less 24 hrs away launch club smartstart getting braced see would angry miss can wait 10am 12noon
0,HAM,"Good Day Friend!This is to invite U 2d Launch of ""Club-SmartStart"".Venue: 800-sitter GlassHouse Auditorium, Odo Eran, Obantoko.Date: 8th FebTime: 10amIntegrity: This is just a venue to meet in solving One razing problem ~ The Scourge of Graduate Irrelevancy.I can't wait to meet U.",good day friend invite 2d launch club smartstart venue 800 sitter glasshouse auditorium odo eran obantoko date 8th febtime 10amintegrity venue meet solving one razing problem scourge graduate irrelevancy can wait meet
0,HAM,Hello Ayobami! You were the first on our mind when we set out to make the average Nigerian graduate relevant. We are all glad to have you. *Hugs*S. Haastrup,hello ayobami you first mind set make average nigerian graduate relevant glad you hugs haastrup
0,HAM,16561 is your Yahoo! verification code.,16561 your yahoo verification code
0,HAM,"gddy sir,nd hw hs bn our brk.B in4md dt our comtmnt 2wards d bro wknd as agrd in d lst metn is a minimum of 500.Ddline(June8).Bro.Wknd(June13-15)prayahead",gddy sir hs bn brk in4md dt comtmnt 2wards bro wknd agrd lst metn minimum 500 ddline june8 bro wknd june13 15 prayahead
0,HAM,"Gud evng Sir hw re u, ur exams nd day? B in4md dt D Brothers Wknd comes up btw JUNE 13- 15 nd dere wil b a meetin aftr d srvc 2mrw.Ur presenc is imprtnt.Shalom",gud evng sir your exams day in4md dt brothers wknd comes btw june 13 15 dere wil meetin aftr srvc 2mrw your presenc imprtnt shalom
0,HAM,"Beloved, be remided of d GSF broders general vigil coming up 2nyt by 11pm-2am @ Gsf chapel. Ministerng Pst Dele Efuwpe. Remain Blessed. SUKIYO SAGAPO....",beloved remided gsf broders general vigil coming 2nyt 11pm 2am gsf chapel ministerng pst dele efuwpe remain blessed sukiyo sagapo
0,HAM,"Co labourer,pls be informed dt al brodrs executiv are 2 meet 29t by 9pm b4 d vigil commences 4 a brief mtg & prayr. ur usual commitmnt wil be rewarded as usual",co labourer please informed dt al brodrs executiv meet 29t 9pm vigil commences brief mtg prayr your usual commitmnt wil rewarded usual
0,HAM,"For a friendship that’s full of empathy, strength, and inspiration, cheers!I will continue to be a genuine to you, best friend.I love you and this truthful day!Happy Birthday!",friendship full empathy strength inspiration cheers will continue genuine you best friend love you truthful day happy birthday
0,HAM,"Bad network.  Wen u get to eleyele jst take 30# bike to fed cooperatve college, den flash or call my no",bad network wen get eleyele jst take 30 bike fed cooperatve college den flash call no
0,HAM,"?~Tip For Lifetime~  Try to pretend that, You r Happy, ... Slowly it becomes Your Habit  &  Finally it becomes Your Character . Hapi nw mth' frm ay",tip lifetime try pretend you happy slowly becomes your habit finally becomes your character hapi now mth frm ay
0,HAM,Please call me. I Love you. Join D'banj and help change Africa. Say YES now! Dial *345# to support change and get a FREE Dbanj track,please call love you join banj help change africa say yes now dial 345 support change get free dbanj track
0,HAM,"Please call me. I Love you. Exercise your brain with daily riddles. For Riddle of the Day, text RIDDLE to 33334 at only N50 weekly.",please call love you exercise your brain daily riddles riddle day text riddle 33334 n50 weekly
0,HAM,Please it may take me some time pls am sorry o o o.,please may take time please sorry
0,HAM,UAE 10yrs Employment Visa+flight ticket+Accommodation and salary range:$700 to $900 monthly.Total package @ 700k and ready in 5wk.Call 07040105334SFCPL NIG,uae 10yrs employment visa flight ticket accommodation salary range 700 900 monthly total package 700k ready 5wk call 07040105334sfcpl nig
0,HAM,"Strong Canada link . And it %100 sure and grantee. It closes by 28 of May 2014. it cost ¤3500, deposit of ¤1200 Serious minded people call 07040105334SFCPL NIG",strong canada link 100 sure grantee closes 28 may 2014 cost 3500 deposit 1200 serious minded people call 07040105334sfcpl nig
0,HAM,"Participate in the Canada International Business Conference Toronto june 12-13 2014,Fe N748.000 with 1-year visa call 08034446143, closes April 4thSFCPL",participate canada international business conference toronto june 12 13 2014 fe n748 000 year visa call 08034446143 closes april 4thsfcpl
1,SPAM,Deborah Thomas accepted your friend request.Reply to send her a message or visit her timeline at http://fb.com/l/1OcFnLT369urObo,deborah thomas accepted your friend request reply send message visit timeline http fb com 1ocfnlt369urobo
0,HAM,"Hello, we just tru with d church program, I won't b able to mak it to ur side tonite. Sorry for dat oooooooooo",hello tru church program won able mak your side tonite sorry oooooooooo
0,HAM,Can u come to my house i miss my exam today,can come house miss exam today
0,HAM,"You are an affirmation set to make hearts feel worthy.Positivity is what you bring forth.You are a hero in your own ways.These are just few of the positive words you deserve to get in return.Today is special for someone who never fails making other people feel special.Happy Birthday, Good Heart!Let positive vibes be your visitor.",you affirmation set make hearts feel worthy positivity you bring forth you hero your ways positive words you deserve get return today special someone never fails making people feel special happy birthday good heart let positive vibes your visitor
0,HAM,Ayo i make chichi yesterday i call to give u one bottle but u refuse to pick up ur call. thank u. I know we make agreement of not calling each other. I call to give not to disstop.,ayo make chichi yesterday call give one bottle refuse pick your call thank know make agreement not calling call give not disstop
0,HAM,I to be ur friend,your friend
0,HAM,Ayo. U make me cry becos i choose to me ur friend. Forgive me for looking for friendship from u. I promise u i will never look for u again.,ayo make cry becos choose your friend forgive looking friendship promise will never look
0,HAM,"Hw as ben yr exam so far,l beliv it as ben gr8.u er favoured in d land of funaab,sucxs is urs always,go dis mnth nd write yr As(IJN)takcare of yrself&stay bless",ben yr exam far beliv ben gr8 er favoured land funaab sucxs urs always go mnth write yr ijn takcare yrself stay bless
0,HAM,Please call me.   Get double your recharge! Dial *885*PIN# from 00:30am to 11:59pm Mon to Sunday. Bonus airtime expires by 11:59pm everyday,please call get double your recharge dial 885 pin 00 30am 11 59pm mon sunday bonus airtime expires 11 59pm everyday
1,SPAM,Your Google verification code is 845153,your google verification code 845153
0,HAM,"My dear blvd,May grace multiply in ur life,pls dere is an urgent need 4 us 2 meet 2nit as we cry out 2 God 4 help 2 stop all works of d devil by 10pm.God bless",dear blvd may grace multiply your life please dere urgent need meet 2nit cry god help stop works devil 10pm god bless
0,HAM,Beloved thanks for honoring God today. God ll honor u also IJN. Pls lets keep it up and lets kip d fire burning.LOVE U DEARLY!!!,beloved thanks honoring god today god honor ijn please lets keep lets kip fire burning love dearly
0,HAM,"My dearly blvd,I salute ur courage so far as a co-laborer in GSF&i pray dt God ll also labor on ur behalf.Pls kp d fire burnin& also b a solution giver as we luk 4wad 2wads d mark of higher calln and pls remember dt without u I can do less.Luv U",dearly blvd salute your courage far co laborer gsf pray dt god labor your behalf please kp fire burnin solution giver luk 4wad 2wads mark higher calln please remember dt without can less love
0,HAM,May d grace of God multiply in ur life.Pls dere is going 2b a prayer meetn ds saturday by 8am.U re 2b there.Prep as u can b caled 2 tk any aspect.God bles.Luv u,may grace god multiply your life please dere going 2b prayer meetn ds saturday 8am 2b prep can caled tk aspect god bles love
0,HAM,"Joy@its Peak,Grace@its Depth, Peace@its Horizon,Blesns@its Pinacles,Favour more dan ur xpectations shal b urs al d days of ur life. Compliment of d season.",joy peak grace depth peace horizon blesns pinacles favour dan your xpectations shal urs al days your life compliment season
0,HAM,"God will help u where circumstances are beyond u. Be REFRESHED at PROPHETIC SOLUTIONS EVENT dis Sat 19 April @7AM; First Place, 4b Akinwale St, OGBA.",god will help circumstances beyond refreshed prophetic solutions event sat 19 april 7am first place 4b akinwale st ogba
0,HAM,"Yello! To use MTN Backup, visit http://www.mtnonline.com/mtnwap on your mobile to configure your handset. Thank you!!!",yello use mtn backup visit http www mtnonline com mtnwap your mobile configure your handset thank you
0,HAM,.•*¨`*•. ☆ .•*¨`*•.Wishing You the HAPPIEST Birthday Ever!!!✿•*¨`*•. (¯`v´¯) (¯`v´¯) .•*¨`*•✿. . . ✿•*¨`*•.¸(¯`v´¯)¸.•´*¨`*•✿ . . .…………… ….♥ •.¸.•´♥……………,wishing you happiest birthday ever
0,HAM,07030956145. Nike,07030956145 nike
0,HAM,Gift…reply is free Conratulation !you have won#450.000.your.luc 42 Lucky winner of appLe drinkb claim (NTN3g) Call for this claim 08108234162,gift reply free conratulation you won 450 000 your luc 42 lucky winner apple drinkb claim ntn3g call claim 08108234162
0,HAM,"3 John 2 Dear friend, it is my prayer that everything is going well with you and that you are well; I know it is well with your soul.TOLU ALO.",john dear friend prayer everything going well you you well know well your soul tolu alo
0,HAM,PEACE OF GOD 2U IN D NAME JESUS (AMEN).REMEMBA D TIME IS SHORT;HW MANY SOULS HAV BEEN SAVED IN UR NAME?LETS MEET 2MAO SAT BY 12PM@ GSF AS WE SEEK GOD'S FACE.ALO,peace god 2u name jesus amen rememba time short many souls hav saved your name lets meet 2mao sat 12pm gsf seek god face alo
0,HAM,"A BLESD EVENIN 2U IN D NAME OF D LORD,PLS B INFORMD DAT DIR WIL BE A MEETIN BY 6PM DIS FRIDAY,31ST JAN. @ GSF FUNAAB.AN URGENT CALL FOR THE GOSPEL,SEED OF LIFE.",blesd evenin 2u name lord please informd dir wil meetin 6pm friday 31st jan gsf funaab urgent call gospel seed life
0,HAM,TLC FOLLOW UP MEETING HOLDS TODAY SUNDAY AT FMC IDIABA BY 4PM. Pls b punctual. Info-07039027613,tlc follow meeting holds today sunday fmc idiaba 4pm please punctual info 07039027613
0,HAM,TLC FOLLOW UP MEETING HOLDS AT FMC IDIABA ON SUNDAY 23rd BY 4PM. Pls b punctual. Info-07039027613,tlc follow meeting holds fmc idiaba sunday 23rd 4pm please punctual info 07039027613
0,HAM,MISSIONARY EXPOSURE &EXPERIENCE(MEE) BTW APRIL 17-21 in designated villages in Nigeria&Benin republic.N.B-Reg closes April 1st.Reg online or cal-07039027613.TKP,missionary exposure experience mee btw april 17 21 designated villages nigeria benin republic reg closes april 1st reg online cal 07039027613 tkp
0,HAM,792)791865136539,792 791865136539
0,HAM,"Acct number(3041207489) ajayi ayobami , first bank",acct number 3041207489 ajayi ayobami first bank
0,HAM,"Dear AJAYI, school fee Ref: FUN/FEE/RSG/201314/1/21068 Bank: FUNAAB MFB Date: 10/03/14 11:39:55 Amt:15,850.00. Go online to complete your course registration and print receipt.",dear ajayi school fee ref fun fee rsg 201314 21068 bank funaab mfb date 10 03 14 11 39 55 amt 15 850 00 go online complete your course registration print receipt
0,HAM,"Dear FUNAABites, visit http://portal.unaab.edu.ng to generate your school fee invoice, pay and register. Also check your result at portal.unaab.edu.ng:96",dear funaabites visit http portal unaab edu ng generate your school fee invoice pay register check your result portal unaab edu ng 96
0,HAM,"Hey beloved, join Pfaith @ Triumphant Life CovenantChurch, Iporo ake, Abeokuta by 10:30am as he speaks on 'We re closer than ever'. Enquiries: 08139164676",hey beloved join pfaith triumphant life covenantchurch iporo ake abeokuta 10 30am speaks closer ever enquiries 08139164676
0,HAM,"Acct number(3041207489) ajayi ayobami , first bank. Thanks sir. Frm ayo",acct number 3041207489 ajayi ayobami first bank thanks sir frm ayo
0,HAM,"SmartStart Certificatn Session begins @ our nxt Meetin (Sun. 23rd; 4pm - 5:30pm; Peak Olam Suites, Camp; Due/Semesta: 1k)Got Qxns? Chat 08155414284 n Whatsapp",smartstart certificatn session begins nxt meetin sun 23rd 4pm 30pm peak olam suites camp due semesta 1k got qxns chat 08155414284 whatsapp
0,HAM,"Greetings!!! Our next TLC Follow-Up comes up dis Sun. 23rd Feb. Pls pray (Gal.4:19, Rom.1:11) n Give. To give, call 08037603287. Shalom!",greetings next tlc follow comes sun 23rd feb please pray gal 19 rom 11 give give call 08037603287 shalom
0,HAM,Morning! Dis is to remind u dat Meeting towards our next Follow-Up comes up 2day Sunday 16-02-14 at FMC Chapel by 3pm.Pls be Punctual! 4 any info: 08037603287,morning remind meeting towards next follow comes 2day sunday 16 02 14 fmc chapel 3pm please punctual info 08037603287
0,HAM,Greetings! Dis is to inform u dat Meeting towards our next Follow-Up comes up dis Sunday 16-02-14 at FMC Chapel by 3pm. Pls be Punctual! 4 any info: 08037603287,greetings inform meeting towards next follow comes sunday 16 02 14 fmc chapel 3pm please punctual info 08037603287
0,HAM,"D SOUL longs 4 JOY & FULFILMENT. Grace 4 DIVINE SATISFACTION is here (Prov.19:23) at Prophetic Solution dis Sat, 15 Feb @ 7AM -First Place, 4b Akinwale St, OGBA",soul longs joy fulfilment grace divine satisfaction prov 19 23 prophetic solution sat 15 feb 7am first place 4b akinwale st ogba
0,HAM,"Provoke yr way into  supernatural releases wit PRAISE & PROPHETIC BLESSINGS at Prophetic Solutions dis SAT 17 Aug -FIRST PLACE , 4b Akinwale St, OGBA (08098009673)",provoke yr way supernatural releases praise prophetic blessings prophetic solutions sat 17 aug first place 4b akinwale st ogba 08098009673
0,HAM,"PRAISE in a PROPHETIC ATMOSPHERE provokes supanatural solutions! Xpkt more NEXT WK SAT, 17 Aug at Prophetic Solutions. VENUE: First Place, 4b Akinwale St, Ogba",praise prophetic atmosphere provokes supanatural solutions xpkt next wk sat 17 aug prophetic solutions venue first place 4b akinwale st ogba
0,HAM,"Details- PROPHETIC SOLUTIONSTheme: UNUSUAL TESTIMONIESDate: Dis Sat 15 JunTime: 7AMVenue: NIJ Hall, 8 Ijaiye Rd, OGBA (Beside WAEC)Steve Akoni.08098009673",details prophetic solutionstheme unusual testimoniesdate sat 15 juntime 7amvenue nij hall ijaiye rd ogba beside waec steve akoni 08098009673
